"seqname","accession","tax_id","tax_name","isType","ok","i","outlier","selected","label","strain"
"S000004313","X80725","562","Escherichia coli",TRUE,TRUE,3058,FALSE,TRUE,"Escherichia coli (562)","type"
"S000135860","AJ567607","562","Escherichia coli",FALSE,TRUE,3071,FALSE,TRUE,"Escherichia coli (562)","non-type"
"S000860489","EF560790","562","Escherichia coli",FALSE,TRUE,3121,FALSE,TRUE,"Escherichia coli (562)","non-type"
"S001576676","GQ273514","562","Escherichia coli",FALSE,TRUE,3161,FALSE,TRUE,"Escherichia coli (562)","non-type"
"S002166847","GU968183","562","Escherichia coli",FALSE,TRUE,3210,FALSE,TRUE,"Escherichia coli (562)","non-type"
"S000090215","X93215","575","Raoultella planticola",FALSE,TRUE,3219,FALSE,TRUE,"Raoultella planticola (575)","non-type"
"S000385771","AB099400","575","Raoultella planticola",FALSE,TRUE,3221,FALSE,TRUE,"Raoultella planticola (575)","non-type"
"S000385778","AB099407","575","Raoultella planticola",FALSE,TRUE,3223,FALSE,TRUE,"Raoultella planticola (575)","non-type"
"S000387364","AF129443","575","Raoultella planticola",TRUE,TRUE,3224,FALSE,TRUE,"Raoultella planticola (575)","type"
"S000639013","DQ333356","575","Raoultella planticola",FALSE,TRUE,3227,FALSE,TRUE,"Raoultella planticola (575)","non-type"
"S000010448","AJ233431","615","Serratia marcescens",TRUE,TRUE,3233,FALSE,TRUE,"Serratia marcescens (615)","type"
"S000604018","DQ182326","615","Serratia marcescens",FALSE,TRUE,3272,FALSE,TRUE,"Serratia marcescens (615)","non-type"
"S000965487","EF102861","615","Serratia marcescens",FALSE,TRUE,3300,FALSE,TRUE,"Serratia marcescens (615)","non-type"
"S000965489","EF102863","615","Serratia marcescens",FALSE,TRUE,3302,FALSE,TRUE,"Serratia marcescens (615)","non-type"
"S001014695","EF462913","615","Serratia marcescens",FALSE,TRUE,3319,FALSE,TRUE,"Serratia marcescens (615)","non-type"
"S000006483","AB009457","70775","Pseudomonas plecoglossicida",TRUE,TRUE,3381,FALSE,TRUE,"Pseudomonas plecoglossicida (70775)","type"
"S000902410","EF645247","70775","Pseudomonas plecoglossicida",FALSE,TRUE,3409,FALSE,TRUE,"Pseudomonas plecoglossicida (70775)","non-type"
"S001264789","FJ539000","70775","Pseudomonas plecoglossicida",FALSE,TRUE,3420,FALSE,TRUE,"Pseudomonas plecoglossicida (70775)","non-type"
"S001576771","GQ280073","70775","Pseudomonas plecoglossicida",FALSE,TRUE,3429,FALSE,TRUE,"Pseudomonas plecoglossicida (70775)","non-type"
"S002165072","AB546341","70775","Pseudomonas plecoglossicida",FALSE,TRUE,3436,FALSE,TRUE,"Pseudomonas plecoglossicida (70775)","non-type"
"S000013341","AF064458","76759","Pseudomonas monteilii",TRUE,TRUE,3441,FALSE,TRUE,"Pseudomonas monteilii (76759)","type"
"S000014476","AF502594","76759","Pseudomonas monteilii",FALSE,TRUE,3442,FALSE,TRUE,"Pseudomonas monteilii (76759)","non-type"
"S000559093","DQ095880","76759","Pseudomonas monteilii",FALSE,TRUE,3444,FALSE,TRUE,"Pseudomonas monteilii (76759)","non-type"
"S001292944","FJ560914","76759","Pseudomonas monteilii",FALSE,TRUE,3451,FALSE,TRUE,"Pseudomonas monteilii (76759)","non-type"
"S001794718","GU191927","76759","Pseudomonas monteilii",FALSE,TRUE,3457,FALSE,TRUE,"Pseudomonas monteilii (76759)","non-type"
"S000538861","DQ073452","78327","Pseudomonas mosselii",FALSE,TRUE,3462,FALSE,TRUE,"Pseudomonas mosselii (78327)","non-type"
"S000559127","DQ095914","78327","Pseudomonas mosselii",FALSE,TRUE,3464,FALSE,TRUE,"Pseudomonas mosselii (78327)","non-type"
"S000776614","EF178445","78327","Pseudomonas mosselii",FALSE,TRUE,3466,FALSE,TRUE,"Pseudomonas mosselii (78327)","non-type"
"S000841838","AF072688","78327","Pseudomonas mosselii",TRUE,TRUE,3467,FALSE,TRUE,"Pseudomonas mosselii (78327)","type"
"S000980226","EU301780","78327","Pseudomonas mosselii",FALSE,TRUE,3468,FALSE,TRUE,"Pseudomonas mosselii (78327)","non-type"
"S000001704","AB050110","820","Bacteroides uniformis",TRUE,TRUE,3471,FALSE,TRUE,"Bacteroides uniformis (820)","type"
"S000469521","AB117563","820","Bacteroides uniformis",FALSE,TRUE,3473,FALSE,TRUE,"Bacteroides uniformis (820)","non-type"
"S000469522","AB117564","820","Bacteroides uniformis",FALSE,TRUE,3474,FALSE,TRUE,"Bacteroides uniformis (820)","non-type"
"S001045755","EU722741","820","Bacteroides uniformis",FALSE,TRUE,3481,FALSE,TRUE,"Bacteroides uniformis (820)","non-type"
"S001872170","AB510711","820","Bacteroides uniformis",FALSE,TRUE,3482,FALSE,TRUE,"Bacteroides uniformis (820)","non-type"
"3BV-26","","82135","Atopobium vaginae",FALSE,TRUE,3494,FALSE,TRUE,"Atopobium vaginae (82135)","non-type"
"7BVB-16","","82135","Atopobium vaginae",FALSE,TRUE,3505,FALSE,TRUE,"Atopobium vaginae (82135)","non-type"
"3376-129DG2R-17","","82135","Atopobium vaginae",FALSE,TRUE,3506,FALSE,TRUE,"Atopobium vaginae (82135)","non-type"
"S000130242","Y17195","82135","Atopobium vaginae",TRUE,TRUE,3508,FALSE,TRUE,"Atopobium vaginae (82135)","type"
"S000607439","AJ585206","82135","Atopobium vaginae",FALSE,TRUE,3510,FALSE,TRUE,"Atopobium vaginae (82135)","non-type"
"S000414273","L04321","827","Bacteroides ureolyticus",FALSE,TRUE,3511,FALSE,TRUE,"Bacteroides ureolyticus (827)","non-type"
"S001153565","EU781617","827","Bacteroides ureolyticus",FALSE,TRUE,3512,FALSE,TRUE,"Bacteroides ureolyticus (827)","non-type"
"S001550487","FN401325","827","Bacteroides ureolyticus",FALSE,TRUE,3515,FALSE,TRUE,"Bacteroides ureolyticus (827)","non-type"
"S001551107","GQ167665","827","Bacteroides ureolyticus",FALSE,TRUE,3519,FALSE,TRUE,"Bacteroides ureolyticus (827)","non-type"
"S001551111","GQ167669","827","Bacteroides ureolyticus",FALSE,TRUE,3523,FALSE,TRUE,"Bacteroides ureolyticus (827)","non-type"
"123F3-35","","838_1","Prevotella genogroup 1",FALSE,TRUE,3526,FALSE,TRUE,"Prevotella genogroup 1 (838_1)","non-type"
"1BV-26","","838_1","Prevotella genogroup 1",FALSE,TRUE,3528,FALSE,TRUE,"Prevotella genogroup 1 (838_1)","non-type"
"1BVBACT-24","","838_1","Prevotella genogroup 1",FALSE,TRUE,3530,FALSE,TRUE,"Prevotella genogroup 1 (838_1)","non-type"
"2BVBACT-34","","838_1","Prevotella genogroup 1",FALSE,TRUE,3535,FALSE,TRUE,"Prevotella genogroup 1 (838_1)","non-type"
"4BVB-89","","838_1","Prevotella genogroup 1",FALSE,TRUE,3538,FALSE,TRUE,"Prevotella genogroup 1 (838_1)","non-type"
"5BV-94","","838_1","Prevotella genogroup 1",FALSE,TRUE,3541,FALSE,TRUE,"Prevotella genogroup 1 (838_1)","non-type"
"6BV-81","","838_1","Prevotella genogroup 1",FALSE,TRUE,3544,FALSE,TRUE,"Prevotella genogroup 1 (838_1)","non-type"
"7BVC-90","","838_1","Prevotella genogroup 1",FALSE,TRUE,3546,FALSE,TRUE,"Prevotella genogroup 1 (838_1)","non-type"
"8BV-1","","838_1","Prevotella genogroup 1",FALSE,TRUE,3547,FALSE,TRUE,"Prevotella genogroup 1 (838_1)","non-type"
"8BV-8","","838_1","Prevotella genogroup 1",FALSE,TRUE,3550,FALSE,TRUE,"Prevotella genogroup 1 (838_1)","non-type"
"113S1-20","","838_2","Prevotella genogroup 2",FALSE,TRUE,3552,FALSE,TRUE,"Prevotella genogroup 2 (838_2)","non-type"
"123B-12","","838_2","Prevotella genogroup 2",FALSE,TRUE,3553,FALSE,TRUE,"Prevotella genogroup 2 (838_2)","non-type"
"123B-9","","838_2","Prevotella genogroup 2",FALSE,TRUE,3554,FALSE,TRUE,"Prevotella genogroup 2 (838_2)","non-type"
"123F3-40","","838_2","Prevotella genogroup 2",FALSE,TRUE,3556,FALSE,TRUE,"Prevotella genogroup 2 (838_2)","non-type"
"123Q-4","","838_2","Prevotella genogroup 2",FALSE,TRUE,3557,FALSE,TRUE,"Prevotella genogroup 2 (838_2)","non-type"
"127Q-100","","838_2","Prevotella genogroup 2",FALSE,TRUE,3559,FALSE,TRUE,"Prevotella genogroup 2 (838_2)","non-type"
"1BVBACT-11","","838_2","Prevotella genogroup 2",FALSE,TRUE,3563,FALSE,TRUE,"Prevotella genogroup 2 (838_2)","non-type"
"6BV-36","","838_2","Prevotella genogroup 2",FALSE,TRUE,3567,FALSE,TRUE,"Prevotella genogroup 2 (838_2)","non-type"
"7BVA-49","","838_2","Prevotella genogroup 2",FALSE,TRUE,3570,FALSE,TRUE,"Prevotella genogroup 2 (838_2)","non-type"
"7BVA-28","","838_2","Prevotella genogroup 2",FALSE,TRUE,3571,FALSE,TRUE,"Prevotella genogroup 2 (838_2)","non-type"
"3BV-37","","838_3","Prevotella genogroup 3",FALSE,TRUE,3572,FALSE,TRUE,"Prevotella genogroup 3 (838_3)","non-type"
"3BV-52","","838_3","Prevotella genogroup 3",FALSE,TRUE,3573,FALSE,TRUE,"Prevotella genogroup 3 (838_3)","non-type"
"8BV-4","","838_3","Prevotella genogroup 3",FALSE,TRUE,3574,FALSE,TRUE,"Prevotella genogroup 3 (838_3)","non-type"
"3025-338F-60","","838_3","Prevotella genogroup 3",FALSE,TRUE,3575,FALSE,TRUE,"Prevotella genogroup 3 (838_3)","non-type"
"3025-189R-110","","838_3","Prevotella genogroup 3",FALSE,TRUE,3576,FALSE,TRUE,"Prevotella genogroup 3 (838_3)","non-type"
"3025-9-F","","838_3","Prevotella genogroup 3",FALSE,TRUE,3577,FALSE,TRUE,"Prevotella genogroup 3 (838_3)","non-type"
"1BVBACT-28","","838_4","Prevotella genogroup 4",FALSE,TRUE,3579,FALSE,TRUE,"Prevotella genogroup 4 (838_4)","non-type"
"4BVQ-57","","838_4","Prevotella genogroup 4",FALSE,TRUE,3580,FALSE,TRUE,"Prevotella genogroup 4 (838_4)","non-type"
"5BVBACT-2","","838_4","Prevotella genogroup 4",FALSE,TRUE,3581,FALSE,TRUE,"Prevotella genogroup 4 (838_4)","non-type"
"6BV-15","","838_4","Prevotella genogroup 4",FALSE,TRUE,3582,FALSE,TRUE,"Prevotella genogroup 4 (838_4)","non-type"
"7BVA-26","","838_4","Prevotella genogroup 4",FALSE,TRUE,3585,FALSE,TRUE,"Prevotella genogroup 4 (838_4)","non-type"
"3025-338F-43","","838_4","Prevotella genogroup 4",FALSE,TRUE,3586,FALSE,TRUE,"Prevotella genogroup 4 (838_4)","non-type"
"3025-189R-100","","838_4","Prevotella genogroup 4",FALSE,TRUE,3587,FALSE,TRUE,"Prevotella genogroup 4 (838_4)","non-type"
"113F4-66","","838_5","Prevotella genogroup 5",FALSE,TRUE,3588,FALSE,TRUE,"Prevotella genogroup 5 (838_5)","non-type"
"113F4-12","","838_6","Prevotella genogroup 6",FALSE,TRUE,3589,FALSE,TRUE,"Prevotella genogroup 6 (838_6)","non-type"
"113F4-94","","838_6","Prevotella genogroup 6",FALSE,TRUE,3590,FALSE,TRUE,"Prevotella genogroup 6 (838_6)","non-type"
"113S1-84","","838_6","Prevotella genogroup 6",FALSE,TRUE,3591,FALSE,TRUE,"Prevotella genogroup 6 (838_6)","non-type"
"113S1-92","","838_6","Prevotella genogroup 6",FALSE,TRUE,3592,FALSE,TRUE,"Prevotella genogroup 6 (838_6)","non-type"
"123F2-17","","838_7","Prevotella genogroup 7",FALSE,TRUE,3593,FALSE,TRUE,"Prevotella genogroup 7 (838_7)","non-type"
"123F2-72","","838_7","Prevotella genogroup 7",FALSE,TRUE,3594,FALSE,TRUE,"Prevotella genogroup 7 (838_7)","non-type"
"136B-22","","838_7","Prevotella genogroup 7",FALSE,TRUE,3595,FALSE,TRUE,"Prevotella genogroup 7 (838_7)","non-type"
"113S1-24","","84111","Eggerthella",FALSE,TRUE,3597,FALSE,TRUE,"Eggerthella (84111)","non-type"
"123Q-104","","84111","Eggerthella",FALSE,TRUE,3598,FALSE,TRUE,"Eggerthella (84111)","non-type"
"1BV-101","","84111","Eggerthella",FALSE,TRUE,3599,FALSE,TRUE,"Eggerthella (84111)","non-type"
"1BVBACT-18","","84111","Eggerthella",FALSE,TRUE,3600,FALSE,TRUE,"Eggerthella (84111)","non-type"
"2BV-41","","84111","Eggerthella",FALSE,TRUE,3601,FALSE,TRUE,"Eggerthella (84111)","non-type"
"3025-338F-92","","849","Fusobacterium gonidiaformans",FALSE,TRUE,3607,FALSE,TRUE,"Fusobacterium gonidiaformans (849)","non-type"
"3025-189R-78","","849","Fusobacterium gonidiaformans",FALSE,TRUE,3608,FALSE,TRUE,"Fusobacterium gonidiaformans (849)","non-type"
"S000653590","DQ440557","851","Fusobacterium nucleatum",FALSE,TRUE,3612,FALSE,TRUE,"Fusobacterium nucleatum (851)","non-type"
"S000653596","DQ440563","851","Fusobacterium nucleatum",FALSE,TRUE,3613,FALSE,TRUE,"Fusobacterium nucleatum (851)","non-type"
"S001243290","FJ471642","851","Fusobacterium nucleatum",FALSE,TRUE,3621,FALSE,TRUE,"Fusobacterium nucleatum (851)","non-type"
"S001574342","FJ471648","851","Fusobacterium nucleatum",FALSE,TRUE,3642,FALSE,TRUE,"Fusobacterium nucleatum (851)","non-type"
"S002034920","GU561358","851","Fusobacterium nucleatum",FALSE,TRUE,3652,FALSE,TRUE,"Fusobacterium nucleatum (851)","non-type"
"127B-31","","87541","Aerococcus christensenii",FALSE,TRUE,3654,FALSE,TRUE,"Aerococcus christensenii (87541)","non-type"
"141B-19","","87541","Aerococcus christensenii",FALSE,TRUE,3655,FALSE,TRUE,"Aerococcus christensenii (87541)","non-type"
"3001-189R-46","","87541","Aerococcus christensenii",FALSE,TRUE,3657,FALSE,TRUE,"Aerococcus christensenii (87541)","non-type"
"S000013318","Y17318","87541","Aerococcus christensenii",FALSE,TRUE,3658,FALSE,TRUE,"Aerococcus christensenii (87541)","non-type"
"S000127667","Y17005","87541","Aerococcus christensenii",TRUE,TRUE,3659,FALSE,TRUE,"Aerococcus christensenii (87541)","type"
"113S1-4","","906_1","Megasphaera sp. type 1",FALSE,TRUE,3660,FALSE,TRUE,"Megasphaera sp. type 1 (906_1)","non-type"
"127B-2","","906_1","Megasphaera sp. type 1",FALSE,TRUE,3662,FALSE,TRUE,"Megasphaera sp. type 1 (906_1)","non-type"
"2BV-45","","906_1","Megasphaera sp. type 1",FALSE,TRUE,3665,FALSE,TRUE,"Megasphaera sp. type 1 (906_1)","non-type"
"4BVB-3","","906_1","Megasphaera sp. type 1",FALSE,TRUE,3667,FALSE,TRUE,"Megasphaera sp. type 1 (906_1)","non-type"
"5BVBACT-19","","906_1","Megasphaera sp. type 1",FALSE,TRUE,3670,FALSE,TRUE,"Megasphaera sp. type 1 (906_1)","non-type"
"7BVA-22","","906_2","Megasphaera sp. type 2",FALSE,TRUE,3673,FALSE,TRUE,"Megasphaera sp. type 2 (906_2)","non-type"
"7BVA-99","","906_2","Megasphaera sp. type 2",FALSE,TRUE,3674,FALSE,TRUE,"Megasphaera sp. type 2 (906_2)","non-type"
"3025-338F-4","","906_2","Megasphaera sp. type 2",FALSE,TRUE,3675,FALSE,TRUE,"Megasphaera sp. type 2 (906_2)","non-type"
"3025-189R-21","","906_2","Megasphaera sp. type 2",FALSE,TRUE,3676,FALSE,TRUE,"Megasphaera sp. type 2 (906_2)","non-type"
"123B-13-F","","906_2","Megasphaera sp. type 2",FALSE,TRUE,3677,FALSE,TRUE,"Megasphaera sp. type 2 (906_2)","non-type"
"DQ666092","DQ666092","95818_1","Candidate Division TM7 vaginal",FALSE,TRUE,3678,FALSE,TRUE,"Candidate Division TM7 vaginal (95818_1)","non-type"
"S000387302","AF126738","97478","Lactobacillus mucosae",TRUE,TRUE,3679,FALSE,TRUE,"Lactobacillus mucosae (97478)","type"
"S000389887","AF243145","97478","Lactobacillus mucosae",FALSE,TRUE,3680,FALSE,TRUE,"Lactobacillus mucosae (97478)","non-type"
"S000547355","AY445124","97478","Lactobacillus mucosae",FALSE,TRUE,3682,FALSE,TRUE,"Lactobacillus mucosae (97478)","non-type"
"S000547356","AY445125","97478","Lactobacillus mucosae",FALSE,TRUE,3683,FALSE,TRUE,"Lactobacillus mucosae (97478)","non-type"
"S000547357","AY445126","97478","Lactobacillus mucosae",FALSE,TRUE,3684,FALSE,TRUE,"Lactobacillus mucosae (97478)","non-type"
"S000566917","AB186326","97478","Lactobacillus mucosae",FALSE,TRUE,3687,FALSE,TRUE,"Lactobacillus mucosae (97478)","non-type"
"S000926256","EF120376","97478","Lactobacillus mucosae",FALSE,TRUE,3688,FALSE,TRUE,"Lactobacillus mucosae (97478)","non-type"
"S001046089","EU728797","97478","Lactobacillus mucosae",FALSE,TRUE,3689,FALSE,TRUE,"Lactobacillus mucosae (97478)","non-type"
"S001792813","AB425923","97478","Lactobacillus mucosae",FALSE,TRUE,3691,FALSE,TRUE,"Lactobacillus mucosae (97478)","non-type"
"S001792822","AB425932","97478","Lactobacillus mucosae",FALSE,TRUE,3692,FALSE,TRUE,"Lactobacillus mucosae (97478)","non-type"
