SRR062670.472,p0
SRR062670.188,p1
SRR062670.186,p0
SRR062670.146,p0
SRR062670.348,p1
SRR062670.327,p1
SRR062670.306,p0
SRR062670.117,p0
SRR062670.353,p1
SRR062670.377,p0
SRR062670.247,p1
SRR062670.217,p1
SRR062670.288,p1
SRR062670.110,p1
SRR062670.142,p0
SRR062670.160,p1
SRR062670.35,p0
SRR062670.396,p1
SRR062670.19,p0
SRR062670.64,p1
SRR062670.230,p0
SRR062670.125,p1
SRR062670.190,p1
SRR062670.94,p1
SRR062670.44,p0
SRR062670.2,p1
SRR062670.96,p1
SRR062670.177,p0
SRR062670.403,p1
SRR062670.272,p1
SRR062670.229,p1
SRR062670.3,p1
SRR062670.9,p1
SRR062670.273,p0
SRR062670.198,p1
SRR062670.369,p1
SRR062670.178,p1
SRR062670.235,p1
SRR062670.42,p0
SRR062670.407,p1
SRR062670.316,p1
SRR062670.266,p0
SRR062670.48,p1
SRR062670.387,p0
SRR062670.223,p1
SRR062670.303,p1
SRR062670.75,p0
SRR062670.433,p0
SRR062670.80,p0
SRR062670.10,p0
SRR062670.26,p0
SRR062670.111,p0
SRR062670.356,p0
SRR062670.406,p0
SRR062670.1,p1
SRR062670.34,p1
SRR062670.447,p0
SRR062670.114,p0
SRR062670.81,p0
SRR062670.13,p0
SRR062670.226,p1
SRR062670.414,p0
SRR062670.136,p0
SRR062670.128,p0
SRR062670.53,p0
SRR062670.379,p0
SRR062670.185,p0
SRR062670.161,p1
SRR062670.199,p1
SRR062670.113,p1
SRR062670.14,p0
SRR062670.173,p0
SRR062670.5,p1
SRR062670.233,p0
SRR062670.28,p0
SRR062670.262,p1
SRR062670.436,p0
SRR062670.41,p0
SRR062670.204,p1
SRR062670.291,p0
SRR062670.347,p0
SRR062670.172,p0
SRR062670.319,p0
SRR062670.66,p0
SRR062670.417,p0
SRR062670.71,p1
SRR062670.25,p0
SRR062670.157,p1
SRR062670.143,p1
SRR062670.39,p0
SRR062670.402,p1
SRR062670.246,p1
SRR062670.326,p0
SRR062670.92,p1
SRR062670.150,p0
SRR062670.413,p0
SRR062670.264,p0
SRR062670.79,p1
SRR062670.85,p1
SRR062670.349,p1
